clase,stel_sku,stel_nombre,canonico_sku,canonico_nombre,marca,duplicados_del_mismo_canonico,ficha_stel,ficha_canonico,docs_stel,movimientos_stel,stock_stel,decision_propuesta,motivo
"PAR_1_A_1","PRO05674","APEX M7MME1","AP.M-7MME1","APEX M-7MME1 EMBOCADURA","APEX","1","1","9","0","1","10","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO05675","APEX EX370B","AP.EX-370-B","APEX EX-370-B EXTENSION","APEX","1","1","9","0","1","5","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO05676","APEX 8MM11","AP.8MM11","APEX 8MM11 EMBOCADURA","APEX","1","1","9","0","1","3","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO05687","APEX MB13MM23","AP.MB-13MM23","APEX MB-13MM23 EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05688","APEX M3114","AP.M-3114","APEX M-3114 EMBOCADURA","APEX","1","1","9","0","1","1","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO05691","APEX 21MM15","AP.21MM15","APEX 21MM15 EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05697","APEX 50TX08","AP.50-TX-08","APEX 50-TX-08 PUNTA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05699","APEX MDA08","AP.MDA-08","APEX MDA-08 EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05702","APEX M4904","AP.M-490-4","APEX M-490-4 PORTAPUNTAS","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05705","APEX EX372","AP.EX-372","APEX EX-372 ADAPTADOR","APEX","1","1","9","0","1","3","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO05708","APEX PHILLIPS 4930AX PH3x70x1/4"" HEX.","AP.4930-AX","APEX 4930-AX PUNTA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05711","APEX EX3768","AP.EX-376-8","APEX EX-376-8 EXTENSION","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05712","APEX PHILLIPS 492BX PH2x90x1/4"" HEX.","AP.492-BX","APEX 492-BX PUNTA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05713","APEX 15MM03","AP.15MM03","APEX 15MM03 EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05715","APEX M10MM13 10 MM IMAN 3/8"" SQ","AP.M-10MM13","APEX M-10MM13 EMBOCADURA","APEX","1","1","9","0","1","7","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO05717","APEX PHILLIPS 491X PH1x50x1/4"" HEX.","AP.491X","APEX 491X PUNTA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05719","APEX AM6MM","AP.AM-6MM","APEX AM-6MM EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05721","APEX MDA-10 5/16","AP.MDA-10","APEX MDA-10 EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05726","APEX 4401X","AP.440-1X","APEX 440-1X PUNTA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05810","TORERO OBN40SH RECTA DE 11 A 20 NM ENCASTRE 1/4"" HEX","TO.OBN-40SH","TORERO OBN-40SH DE 12 NM A 20 NM","TORERO","1","1","10","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05831","APEX 13MM13","AP.13MM13","APEX 13MM13 EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"GRUPO_MUCHOS_A_UNO","PRO05835","APEX QR-308 Female Square Drive Bit Holder, Quick Releasing Chuck","AP.QR-308","APEX QR-308 PUNTA","APEX","2","1","9","0","0","sin saldo registrado","NO APLICAR - revisar a mano","2 productos distintos apuntan al mismo canonico: casi seguro son piezas o accesorios que nombran su maquina"
"PAR_1_A_1","PRO05838","APEX EX37612","AP.EX-376-12","APEX EX-376-12 EXTENSION","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05844","APEX 320000X","AP.320-000X","APEX 320-000X PUNTA","APEX","1","1","9","0","1","18","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO05920","APEX 10MM13","AP.10MM13","APEX 10MM13 EMBOCADURA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05992","Tohnichi QL25N5 de 5 a 25 Nm","TC.QL25N5","TOHNICHI QL25N5 Torque Wrench","TOHNICHI","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05993","Tohnichi QL50N de 10 a 50 Nm","TC.QL50N","TOHNICHI QL50N TORQUE WRENCH","TOHNICHI","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05994","Tohnichi QL100N4 de 20 a 100 Nm","TC.QL100N4","TOHNICHI QL100N4 TORQUE WRENCH","TOHNICHI","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05995","Tohnichi QL200N4 de 40 a 200 Nm","TC.QL200N4","TOHNICHI QL200N4 TORQUE WRENCH","TOHNICHI","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO05996","Tohnichi QL420N de 80 a 420 Nm","TC.QL420N","TOHNICHI QL420N TORQUE WRENCH","TOHNICHI","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO07527","APEX PHILLIPS 492X PH2x50x1/4"" HEX.","AP.492X","APEX 492X PUNTA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"GRUPO_MUCHOS_A_UNO","PRO07666","ESTIC EH2-R2120-S PULSE TOOLS (FOR HARD JOINTS)","ET.EH2-R2120-S","ESTIC EH2-R2120-S STRAIGHT TOOL 120NM","ESTIC","3","1","3","0","0","sin saldo registrado","NO APLICAR - revisar a mano","3 productos distintos apuntan al mismo canonico: casi seguro son piezas o accesorios que nombran su maquina"
"PAR_1_A_1","PRO09603","TORERO OBT40SH RECTA DE 5 A 9 NM ENCASTRE 1/4"" HEX","TO.OBT-40SH","TORERO OBT-40SH DE 4 NM A 12 NM","TORERO","1","1","10","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO09604","TORERO OBT50SH RECTA DE 7 A 16 NM ENCASTRE 1/4"" HEX","TO.OBT-50SH","TORERO OBT-50SH DE 7 NM A 16 NM","TORERO","1","1","10","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO09605","TORERO OBT60SH RECTA DE 20 A 32 NM ENCASTRE 1/4"" HEX","TO.OBT-60SH","TORERO OBT-60SH DE 16 NM A 32 NM","TORERO","1","1","10","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"GRUPO_MUCHOS_A_UNO","PRO09802","TOHNICHI CSPMS12N4X8D TORQUE WRENCH","TC.CSPMS12N4X8D","TOHNICHI CSPMS12N4X8D TORQUE WRENCH","TOHNICHI","2","1","3","0","0","sin saldo registrado","NO APLICAR - revisar a mano","2 productos distintos apuntan al mismo canonico: casi seguro son piezas o accesorios que nombran su maquina"
"PAR_1_A_1","PRO09901","DUROFIX RV2052-WR8 Pistola 1 a 8 Nm 50 - 1200rpm Transductor Digital","DU.RV2052-WR8","DUROFIX RV2052-WR8 - Herramienta de precisión","DUROFIX","1","1","7","1","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha; el de STEL tiene 1 documento(s) y hay que conservarlos"
"PAR_1_A_1","PRO09902","DUROFIX RV2052-WR18 Pistola 3 a 18 Nm 50 - 800rpm Transductor Digital","DU.RV2052-WR18","DUROFIX RV2052-WR18 - Herramienta de precisión","DUROFIX","1","1","7","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO10042","TOHNICHI SH8DX21 CABEZA 21MM","TC.SH8DX21","TOHNICHI SH8DX21 OPEN END HEAD","TOHNICHI","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO10115","TORERO OBT-90PD PISTOLA DE 40 A 80 NM","TO.OBT-90PD","TORERO OBT-90PD DE 42 NM A 85 NM","TORERO","1","1","10","3","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha; el de STEL tiene 3 documento(s) y hay que conservarlos"
"GRUPO_MUCHOS_A_UNO","PRO10579","TOHNICHI QSP50N3 TORQUE WRENCH  10 A  50 NM","TC.QSP50N3","TOHNICHI QSP50N3 TORQUE WRENCH","TOHNICHI","6","1","3","4","1","2","NO APLICAR - revisar a mano","6 productos distintos apuntan al mismo canonico: casi seguro son piezas o accesorios que nombran su maquina"
"PAR_1_A_1","PRO10926","TORERO OBN-90PD PISTOLA DE 40 A 80 NM","TO.OBN-90PD","TORERO OBN-90PD DE 90 NM A 110 NM","TORERO","1","1","10","0","1","10","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO10941","DUROFIX DR001 I/O RECIIVER","DU.DR001","DUROFIX DR001 - Receptor / Controlador PLC","DUROFIX","1","1","6","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO11361","APEX EX-255-3 Apex 1/4'' Square Drive Extension","AP.EX-255-3","APEX EX-255-3 EXTENSION","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO11395","APEX 27MM15D","AP.27MM15-D","APEX 27MM15-D EMBOCADURA","APEX","1","1","7","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO11403","DUROFIX DR002 I/O BOX 1 A 10","DU.DR002","DUROFIX DR002 - Receptor / Controlador PLC","DUROFIX","1","1","6","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO11816","APEX PHILLIPS 491-PZDX PZD1x50x1/4"" HEX.","AP.491-PZDX","APEX 491-PZDX PUNTA","APEX","1","1","9","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12014","TOHNICHI DB12N5-S TORQUIMETRO DE MEDICION","TC.DB12N5-S","TOHNICHI DB12N5-S TORQUE WRENCH","TOHNICHI","1","1","3","0","1","1","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO12186","INGERSOLL RAND 47507874001 CHARGER, 12V/20V, EU","IR.47507874001","INGERSOLL RAND 47507874001 CHARGER, 12V/20V, EU","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12190","INGERSOLL RAND 92073956 BALANCER BLD-1.","IR.92073956","INGERSOLL RAND 92073956 BALANCER BLD-1.","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12191","INGERSOLL RAND 92073964 BALANCER BLD-2.","IR.92073964","INGERSOLL RAND 92073964 BALANCER BLD-2.","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12192","INGERSOLL RAND 92073972 BALANCER BLD-3.","IR.92073972","INGERSOLL RAND 92073972 BALANCER BLD-3.","INGERSOLL RAND","1","1","3","1","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha; el de STEL tiene 1 documento(s) y hay que conservarlos"
"PAR_1_A_1","PRO12193","INGERSOLL RAND IQI-CABLE-2M IQI cable 2 meter","IR.IQI-CABLE-2M","INGERSOLL RAND IQI-CABLE-2M IQI cable 2 meter","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12194","INGERSOLL RAND IQI-CABLE-5M IQI cable 5 meter","IR.IQI-CABLE-5M","INGERSOLL RAND IQI-CABLE-5M IQI cable 5 meter","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12195","INGERSOLL RAND IQI-PS-1 IQI 200W Power Adapter","IR.IQI-PS-1","INGERSOLL RAND IQI-PS-1 IQI 200W Power Adapter","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12196","INGERSOLL RAND IQI-PS-2 IQI 400W Power","IR.IQI-PS-2","INGERSOLL RAND IQI-PS-2 IQI 400W Power","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12197","INGERSOLL RAND IQI11-FM IQI series controller with fieldbus and MES","IR.IQI11-FM","INGERSOLL RAND IQI11-FM IQI series controller with fieldbus and MES","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12198","INGERSOLL RAND IQI2LT0250PQ4 IQI Transducerized, Push to start -1/4"" Quick Change","IR.IQI2LT0250PQ4","INGERSOLL RAND IQI2LT0250PQ4 IQI Transducerized, Push to start -1/4"" Quick Change","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12199","INGERSOLL RAND MTC-SW-BS-1-EU MTC-SW-BS-1-EUMTC ACTIVATION, 1 TOOL ADD ON SOFTWARE PACKAGE","IR.MTC-SW-BS-1-EU","INGERSOLL RAND MTC-SW-BS-1-EU MTC-SW-BS-1-EUMTC ACTIVATION, 1 TOOL ADD ON SOFTWARE PACKAGE","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12200","INGERSOLL RAND MTC-SW-OPT4-EU SOFTWARE LICENSE PACKAGE 4 TOOLS","IR.MTC-SW-OPT4-EU","INGERSOLL RAND MTC-SW-OPT4-EU SOFTWARE LICENSE PACKAGE 4 TOOLS","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12201","INGERSOLL RAND 01380294 QA1L08C4LD Q2 NUTRUNNER W/ E-CHIP","IR.QA1L08C4LD","INGERSOLL RAND 01380294 QA1L08C4LD Q2 NUTRUNNER W/ E-CHIP","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12202","INGERSOLL RAND QCP2A30S6-K2-EU CORDLESS CLUTCH PROGRAMMABLE 30 NM ANGLE - 3/8"" SQUARE DR BAT KIT","IR.QCP2A30S6-K2-EU","INGERSOLL RAND QCP2A30S6-K2-EU CORDLESS CLUTCH PROGRAMMABLE 30 NM ANGLE - 3/8"" SQUARE DR BAT KIT","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12203","INGERSOLL RAND QCP2P02Q4-K2-EU CORDLESS CLUTCH PROGRAMMABLE 2 NM PISTOL - 1/4"" QUICK-CHANGE BAT KIT","IR.QCP2P02Q4-K2-EU","INGERSOLL RAND QCP2P02Q4-K2-EU CORDLESS CLUTCH PROGRAMMABLE 2 NM PISTOL - 1/4"" QUICK-CHANGE BAT KIT","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12204","INGERSOLL RAND QCP2P04Q4-K2-EU CORDLESS CLUTCH PROGRAMMABLE 4 NM PISTOL - 1/4"" QUICK-CHANGE BAT KIT","IR.QCP2P04Q4-K2-EU","INGERSOLL RAND QCP2P04Q4-K2-EU CORDLESS CLUTCH PROGRAMMABLE 4 NM PISTOL - 1/4"" QUICK-CHANGE BAT KIT","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12205","INGERSOLL RAND QCP2P12Q4-K2-EU CORDLESS CLUTCH PROGRAMMABLE 12 NM PISTOL - 1/4"" QUICK-CHANGE BAT KIT","IR.QCP2P12Q4-K2-EU","INGERSOLL RAND QCP2P12Q4-K2-EU CORDLESS CLUTCH PROGRAMMABLE 12 NM PISTOL - 1/4"" QUICK-CHANGE BAT KIT","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12209","INGERSOLL RAND QXXD2AT027ES06 QX, IEEE 802.15.4, DISPLAY, 20V ANGLE 27 NM ETS SQUARE 3/8 INCH","IR.QXXD2AT027ES06","INGERSOLL RAND QXXD2AT027ES06 QX, IEEE 802.15.4, DISPLAY, 20V ANGLE 27 NM ETS SQUARE 3/8 INCH","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12211","INGERSOLL RAND RTS025PQ4  RTS 25Nm - 1/4"" Quick Change","IR.RTS025PQ4","INGERSOLL RAND RTS025PQ4  RTS 25Nm - 1/4"" Quick Change","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12212","INGERSOLL RAND RTS060PS6  RTS 60Nm - 3/8"" Pin Retainer","IR.RTS060PS6","INGERSOLL RAND RTS060PS6  RTS 60Nm - 3/8"" Pin Retainer","INGERSOLL RAND","1","1","3","0","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha y el de STEL no tiene historia ni stock"
"PAR_1_A_1","PRO12535","APEX 13MM15","AP.13MM15","APEX 13MM15 EMBOCADURA","APEX","1","1","9","0","1","4","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO12537","APEX TX-5416 E-16","AP.TX-5416","APEX TX-5416 EMBOCADURA","APEX","1","1","9","0","1","1","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO12542","APEX 16MM25","AP.16MM25","APEX 16MM25 EMBOCADURA","APEX","1","1","9","0","1","2","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO12543","APEX 13MM25","AP.13MM25","APEX 13MM25 EMBOCADURA","APEX","1","1","9","0","1","3","revisar: tiene stock","el técnico tiene la ficha, pero el de STEL tiene SALDO de stock"
"PAR_1_A_1","PRO12593","APEX MF-37 3/8'' Square Drive Universal Adapter","AP.MF-37","APEX MF-37 ADAPTADOR","APEX","1","1","9","1","0","sin saldo registrado","retirar el de STEL","el técnico tiene la ficha; el de STEL tiene 1 documento(s) y hay que conservarlos"
